Country,YearsProgram,DeveloperType,HaveWorkedLanguage,Salary
United States,6 to 7 years,NA,C#; Matlab; PHP; R; SQL,NA
India,6 to 7 years,Web developer,C#; Java; JavaScript; SQL,11745.7054764352
France,6 to 7 years,Web developer,C#; F#; JavaScript; SQL,NA
Germany,6 to 7 years,NA,C; C++; PHP,NA
Italy,6 to 7 years,Web developer; Mobile developer; Database administrator; DevOps specialist,C#; JavaScript; PHP,17204.3010752688
United States,6 to 7 years,NA,C++; JavaScript; Matlab; PHP; Python,NA
Vietnam,6 to 7 years,Web developer,JavaScript,NA
United States,6 to 7 years,Web developer,JavaScript; Python,NA
India,6 to 7 years,Web developer,JavaScript; Matlab; PHP,NA
Spain,6 to 7 years,Web developer,JavaScript,28494.623655914
United Arab Emirates,6 to 7 years,Web developer; Mobile developer,C#; Go; Java; Objective-C; Swift,NA
Canada,6 to 7 years,Embedded applications/devices developer; Graphics programming; Desktop applications developer,C++; C#; Java; Objective-C,NA
United States,6 to 7 years,NA,C; C#; Java,NA
Germany,6 to 7 years,NA,C; Java,NA
Latvia,6 to 7 years,NA,C; C++; C#; Java; JavaScript; PHP; SQL; VBA,NA
India,6 to 7 years,Mobile developer,Java; JavaScript; Objective-C; PHP; SQL,NA
United States,6 to 7 years,NA,Assembly; C; C#; Java; Python,NA
Lithuania,6 to 7 years,Web developer,Java; JavaScript; SQL,4838.70967741935
Australia,6 to 7 years,NA,JavaScript,NA
Netherlands,6 to 7 years,NA,Python,NA
Germany,6 to 7 years,Web developer; Mobile developer,Java; JavaScript,NA
Nigeria,6 to 7 years,Web developer,C#; JavaScript; SQL,NA
Panama,6 to 7 years,Web developer,JavaScript,21600
United Kingdom,6 to 7 years,Web developer,C#; JavaScript; VB.NET; VBA,35e3
Switzerland,6 to 7 years,NA,C++; Haskell; JavaScript; Matlab,NA
Germany,6 to 7 years,NA,Assembly; C++; C#; Java; Lua,NA
United States,6 to 7 years,NA,R,NA
Belgium,6 to 7 years,NA,C; C++; Go; Groovy; Java; JavaScript; Lua; Python,NA
Kenya,6 to 7 years,Web developer; Mobile developer; Machine learning specialist; Data scientist; Graphic designer; Database administrator; Systems administrator,JavaScript,NA
Croatia,6 to 7 years,Web developer,C++; JavaScript; Ruby,NA
India,6 to 7 years,Web developer; Machine learning specialist; Developer with a statistics or mathematics background; Data scientist,Clojure; Erlang; Go; Java; Julia; Matlab; PHP; Python; SQL; Swift,NA
Norway,6 to 7 years,NA,C; Java; JavaScript; Python; Rust; Scala,NA
United States,6 to 7 years,NA,JavaScript; Python,NA
Israel,6 to 7 years,Web developer; Mobile developer; Graphics programming; Machine learning specialist; Data scientist; Database administrator; Systems administrator; DevOps specialist,C#; Java; JavaScript; Objective-C; PHP; Python; TypeScript,11320.7547169811
Germany,6 to 7 years,NA,Python; R; SQL,NA
Bulgaria,6 to 7 years,Web developer,JavaScript; PHP; Ruby,29729.7297297297
United Kingdom,6 to 7 years,Web developer; Desktop applications developer,Groovy; Java; JavaScript; SQL,NA
India,6 to 7 years,NA,Python; Ruby; SQL; Visual Basic 6,NA
Poland,6 to 7 years,NA,Assembly; C; C++; C#; Java; JavaScript; Lua; PHP; SQL,NA
India,6 to 7 years,Web developer,Java; JavaScript; SQL,NA
Germany,6 to 7 years,Web developer,C#; JavaScript; PHP,NA
France,6 to 7 years,NA,NA,NA
India,6 to 7 years,Desktop applications developer; Database administrator,C#; SQL; VB.NET,NA
India,6 to 7 years,Web developer,JavaScript; PHP; Python,11745.7054764352
Pakistan,6 to 7 years,Mobile developer,NA,NA
Pakistan,6 to 7 years,Web developer,Elixir; PHP,NA
United States,6 to 7 years,Web developer; Desktop applications developer; Database administrator,C#; JavaScript; Python; SQL; VB.NET,NA
South Africa,6 to 7 years,Web developer,Java,NA
United States,6 to 7 years,Web developer,C; C++; Java; JavaScript; Python; Ruby; SQL,6e4
Nigeria,6 to 7 years,NA,C#; Java; JavaScript; PHP; Python; SQL; TypeScript,NA
Germany,6 to 7 years,NA,Assembly; C; C++; C#; F#; JavaScript; Python; Ruby; Rust,NA
India,6 to 7 years,Web developer,PHP,11011.598884158
Russian Federation,6 to 7 years,Web developer,C#; JavaScript,NA
Bangladesh,6 to 7 years,Mobile developer,Java; PHP,NA
India,6 to 7 years,NA,NA,NA
United States,6 to 7 years,Web developer,NA,NA
India,6 to 7 years,Quality assurance engineer; Other,NA,NA
Germany,6 to 7 years,Mobile developer; Embedded applications/devices developer; Desktop applications developer,NA,3225.8064516129
France,6 to 7 years,Web developer; Machine learning specialist; Developer with a statistics or mathematics background; Data scientist,Java; JavaScript,NA
China,6 to 7 years,Web developer,C; C++; C#; CoffeeScript; Java; JavaScript; Matlab; PHP; Python; R; Ruby; SQL,NA
India,6 to 7 years,Mobile developer; Embedded applications/devices developer,C; C++; C#; Java; JavaScript; Matlab; Objective-C; SQL,NA
India,6 to 7 years,Embedded applications/devices developer; Desktop applications developer; Systems administrator,C; C++; Python,NA
United States,6 to 7 years,Web developer; Mobile developer; Graphics programming; Machine learning specialist; Developer with a statistics or mathematics background; Data scientist,C++; Java; JavaScript; Objective-C; Python; SQL,141e3
Armenia,6 to 7 years,Mobile developer,Objective-C; SQL; Swift,NA
India,6 to 7 years,Web developer,JavaScript; Lua; PHP; Python,NA
United States,6 to 7 years,Other,Java; Python,127e3
Nepal,6 to 7 years,Mobile developer,Java,NA
Germany,6 to 7 years,NA,Groovy; Python,NA
Canada,6 to 7 years,NA,C++; Java; JavaScript; Python; SQL,NA
Turkey,6 to 7 years,Web developer; Mobile developer,Go; JavaScript; Objective-C; Python,NA
Nigeria,6 to 7 years,Web developer,C#; JavaScript; R; SQL,15885.6235107228
Romania,6 to 7 years,Desktop applications developer,C++; C#,NA
United States,6 to 7 years,Web developer; Desktop applications developer,C#; JavaScript; Python; TypeScript; VB.NET; Visual Basic 6,NA
United States,6 to 7 years,Web developer,C#; Java; JavaScript; Python,NA
Germany,6 to 7 years,NA,C#; Java,NA
India,6 to 7 years,Web developer,JavaScript; PHP; SQL,6166.49537512847
India,6 to 7 years,Web developer; Developer with a statistics or mathematics background,C++; C#; Java; JavaScript; R; SQL,2114.22698575833
Romania,6 to 7 years,NA,C++; Java,NA
France,6 to 7 years,Web developer; Mobile developer,Java; JavaScript; Objective-C,NA
Chile,6 to 7 years,Web developer; Machine learning specialist; Developer with a statistics or mathematics background,C; C++; JavaScript; Python; SQL,NA
United States,6 to 7 years,Web developer; Developer with a statistics or mathematics background; Data scientist,Python; R; Ruby,NA
Australia,6 to 7 years,Web developer,JavaScript; PHP; Python; Ruby; SQL; VB.NET; VBA,62500
Ukraine,6 to 7 years,Web developer; Mobile developer; Data scientist; Database administrator; Systems administrator,JavaScript; PHP; SQL,NA
United States,6 to 7 years,NA,CoffeeScript; Go; JavaScript; Python; Ruby,NA
Malaysia,6 to 7 years,NA,Java,NA
Brazil,6 to 7 years,NA,Assembly; C; JavaScript; Matlab; PHP; Ruby; SQL,NA
India,6 to 7 years,Web developer,Java; JavaScript,6606.95933049479
Switzerland,6 to 7 years,NA,C; Java; Python,NA
Denmark,6 to 7 years,Web developer,JavaScript; PHP; Scala; SQL,58064.5161290323
India,6 to 7 years,Web developer,C#; Java; JavaScript,NA
Iran,6 to 7 years,NA,C; C++; Java; Python,NA
India,6 to 7 years,Web developer,JavaScript,NA
Latvia,6 to 7 years,Web developer; Mobile developer,Java; JavaScript,46774.1935483871
Nigeria,6 to 7 years,Web developer,C#; Java; JavaScript; PHP; SQL,15250.1985702939
Switzerland,6 to 7 years,Mobile developer; Embedded applications/devices developer; Desktop applications developer; Database administrator; Systems administrator,C++; C#; Java; JavaScript,NA
Portugal,6 to 7 years,Web developer; Desktop applications developer,NA,NA
United States,6 to 7 years,NA,C; C++; Java; JavaScript,NA
United States,6 to 7 years,Web developer; Developer with a statistics or mathematics background; Desktop applications developer; Database administrator,C#; JavaScript; Python; SQL; VB.NET; VBA,58e3
Paraguay,6 to 7 years,Web developer; Developer with a statistics or mathematics background; Quality assurance engineer,C; C++; Java; JavaScript; Ruby; SQL,1850
United States,6 to 7 years,Web developer,Elixir; JavaScript; Ruby; SQL,145e3
India,6 to 7 years,Web developer; Mobile developer; Developer with a statistics or mathematics background,C#; JavaScript; PHP; Python; SQL; TypeScript,5872.85273821759
Germany,6 to 7 years,Web developer; Mobile developer; Desktop applications developer,C; Objective-C; Python; SQL; Swift,NA
Canada,6 to 7 years,Web developer; Other,C; JavaScript; Perl; Python; Ruby; SQL,NA
Indonesia,6 to 7 years,NA,NA,NA
India,6 to 7 years,NA,C; C#; Java; SQL,NA
Bangladesh,6 to 7 years,NA,Assembly; C++; C#; Java; PHP; SQL,NA
United Kingdom,6 to 7 years,NA,JavaScript; Lua; PHP; SQL,NA
Pakistan,6 to 7 years,Web developer,PHP,NA
United States,6 to 7 years,Web developer,JavaScript; PHP; SQL,9e4
France,6 to 7 years,NA,PHP; SQL,NA
Indonesia,6 to 7 years,Web developer,C#,NA
United States,6 to 7 years,NA,C++; C#; Java; Python; VB.NET; VBA,NA
Canada,6 to 7 years,Web developer; Mobile developer; Embedded applications/devices developer; Graphics programming; Desktop applications developer,C; C++; JavaScript; Objective-C,NA
United States,6 to 7 years,Embedded applications/devices developer,C; C++; Java; Python,82400
India,6 to 7 years,Web developer; Mobile developer,Java; JavaScript; PHP; SQL,2642.78373219792
Vietnam,6 to 7 years,Web developer; Developer with a statistics or mathematics background; Desktop applications developer,C; C#; Java; JavaScript,1e3
France,6 to 7 years,Web developer; Mobile developer; Embedded applications/devices developer; Graphic designer,JavaScript; PHP; SQL,NA
Switzerland,6 to 7 years,NA,NA,NA
Germany,6 to 7 years,NA,NA,NA
Mexico,6 to 7 years,Web developer; Machine learning specialist; Data scientist,Python; R,NA
France,6 to 7 years,Web developer; Mobile developer; Developer with a statistics or mathematics background,C#; Java; Objective-C; Ruby; Swift; VB.NET,49462.3655913978
Slovenia,6 to 7 years,Developer with a statistics or mathematics background,Java,2526.88172043011
France,6 to 7 years,Web developer,JavaScript; PHP; SQL,NA
United States,6 to 7 years,NA,C; Java; JavaScript; Matlab,NA
United States,6 to 7 years,Web developer; Desktop applications developer,NA,NA
Germany,6 to 7 years,NA,Python,NA
Canada,6 to 7 years,Web developer; Desktop applications developer,C; JavaScript; PHP,NA
Nepal,6 to 7 years,Web developer,C#; JavaScript; SQL,NA
France,6 to 7 years,NA,Java; JavaScript; PHP; Python; SQL,NA
Singapore,6 to 7 years,Web developer; Developer with a statistics or mathematics background; Database administrator,Java; JavaScript; R; SQL,NA
United States,6 to 7 years,Web developer; Desktop applications developer,C#; JavaScript; PHP; SQL,NA
India,6 to 7 years,Web developer; Mobile developer,C#; JavaScript; SQL,3523.71164293055
Spain,6 to 7 years,Data scientist,Python; SQL,NA
Germany,6 to 7 years,NA,Java; JavaScript; Python; SQL,NA
United Kingdom,6 to 7 years,Web developer,C#; JavaScript; SQL,53125
Croatia,6 to 7 years,Web developer; Mobile developer; Desktop applications developer; Database administrator,C#; Java; JavaScript; Objective-C; SQL; VB.NET,NA
Russian Federation,6 to 7 years,NA,NA,NA
United States,6 to 7 years,NA,NA,NA
India,6 to 7 years,Mobile developer; Desktop applications developer,NA,NA
United States,6 to 7 years,NA,NA,NA
Armenia,6 to 7 years,Web developer; Developer with a statistics or mathematics background; Desktop applications developer,C++; JavaScript; Perl; PHP; Python; VBA,NA
Slovenia,6 to 7 years,NA,C; C++; C#; Common Lisp; Clojure; JavaScript; Python; R; VB.NET,NA
Sri Lanka,6 to 7 years,Graphics programming; Machine learning specialist; Developer with a statistics or mathematics background; Data scientist; Desktop applications developer; Database administrator,C; C++; C#; Java; JavaScript; Objective-C; SQL; VB.NET; VBA,NA
United States,6 to 7 years,Web developer; Desktop applications developer; Systems administrator,C#; SQL; VB.NET,57500
India,6 to 7 years,Web developer,JavaScript; PHP; Python,NA
India,6 to 7 years,Web developer; Mobile developer; Systems administrator,C#; Java; SQL; TypeScript,NA
United States,6 to 7 years,Web developer; Desktop applications developer; Database administrator,C#; JavaScript; SQL; TypeScript,NA
Canada,6 to 7 years,Web developer; Mobile developer; Graphics programming; Desktop applications developer; Database administrator; Systems administrator,C#; JavaScript; PHP; SQL,53030.303030303
Austria,6 to 7 years,Web developer,Java; PHP; SQL,36559.1397849462
Finland,6 to 7 years,Embedded applications/devices developer,C; C++; C#; CoffeeScript; Python,NA
Indonesia,6 to 7 years,NA,C++; Java; Python,NA
Romania,6 to 7 years,Developer with a statistics or mathematics background,C#; JavaScript; SQL,NA
Brazil,6 to 7 years,NA,C; Python,NA
Reunion (French),6 to 7 years,Web developer,C#; JavaScript; PHP; SQL; VB.NET; VBA; Visual Basic 6,53763.4408602151
Poland,6 to 7 years,Other,C++,NA
United States,6 to 7 years,NA,Assembly; C; Java,NA
Rwanda,6 to 7 years,NA,NA,NA
India,6 to 7 years,Web developer,CoffeeScript; JavaScript,NA
Germany,6 to 7 years,Web developer; Graphics programming; Graphic designer,C++; C#; Java,48387.0967741935
Canada,6 to 7 years,Web developer; Developer with a statistics or mathematics background; Database administrator,C#; JavaScript,NA
France,6 to 7 years,Web developer,JavaScript,NA
United Kingdom,6 to 7 years,NA,JavaScript; PHP; SQL,NA
United States,6 to 7 years,NA,Assembly; C; C++; CoffeeScript; Haskell; Java; JavaScript; Matlab; Objective-C; Python; R; Ruby; SQL; Swift; TypeScript,NA
United States,6 to 7 years,Web developer,C#; JavaScript; SQL; VB.NET; VBA,40800
Japan,6 to 7 years,Embedded applications/devices developer,C; C++; Java; Python,NA
Ireland,6 to 7 years,Web developer,C#; SQL,25268.8172043011
United Kingdom,6 to 7 years,Web developer; Desktop applications developer; Database administrator,C; C#; Java; JavaScript; PHP; SQL,22500
United Kingdom,6 to 7 years,Web developer; Systems administrator,JavaScript; Python,NA
Canada,6 to 7 years,NA,Assembly; C; Haskell; Java; Lua; Matlab; Objective-C; PHP; Python; SQL,NA
United Kingdom,6 to 7 years,NA,C#,NA
France,6 to 7 years,Web developer,JavaScript,32258.064516129
India,6 to 7 years,Web developer; Mobile developer; Data scientist; Graphic designer,Java; JavaScript; PHP; SQL,NA
Canada,6 to 7 years,Web developer; Embedded applications/devices developer; Developer with a statistics or mathematics background; Data scientist; Desktop applications developer; Database administrator; Systems administrator,C#; Java; JavaScript; Matlab; Scala; SQL,53030.303030303
Russian Federation,6 to 7 years,Web developer; Desktop applications developer,NA,NA
India,6 to 7 years,Web developer; Graphic designer,C; Java; JavaScript; PHP,NA
India,6 to 7 years,Web developer,C++; Java; JavaScript; PHP; Python; SQL,NA
Israel,6 to 7 years,NA,C; C++; Java; JavaScript; Python; SQL,NA
China,6 to 7 years,Web developer; Database administrator; DevOps specialist,Go; JavaScript; Python; SQL,43604.6511627907
United States,6 to 7 years,NA,NA,NA
India,6 to 7 years,Web developer; Data scientist,C; C++; Java; JavaScript; PHP,NA
Tunisia,6 to 7 years,Web developer; Developer with a statistics or mathematics background,C++; C#; JavaScript; PHP; SQL; VB.NET; VBA,NA
Colombia,6 to 7 years,NA,Julia; Python,NA
Myanmar,6 to 7 years,Web developer,Java; JavaScript; SQL,NA
Hong Kong,6 to 7 years,Mobile developer,Java; Swift,NA
Germany,6 to 7 years,NA,NA,NA
Ukraine,6 to 7 years,Web developer,NA,NA
Czech Republic,6 to 7 years,Web developer,PHP; SQL,NA
India,6 to 7 years,Web developer; Mobile developer,NA,NA
India,6 to 7 years,NA,NA,NA
Afghanistan,6 to 7 years,NA,NA,NA
United States,6 to 7 years,NA,NA,NA
India,6 to 7 years,NA,NA,NA
Russian Federation,6 to 7 years,NA,NA,NA
Russian Federation,6 to 7 years,Web developer,NA,NA
Iran,6 to 7 years,Web developer,JavaScript; PHP; Ruby,NA
Myanmar,6 to 7 years,Web developer,Java,NA
Singapore,6 to 7 years,Data scientist,Python,NA
Germany,6 to 7 years,NA,C#; Java; SQL,NA
New Zealand,6 to 7 years,NA,C; C++; C#; F#; Haskell; Java; JavaScript; PHP,NA
Italy,6 to 7 years,Web developer; Mobile developer; Systems administrator,JavaScript; SQL,NA
Romania,6 to 7 years,Mobile developer,C++; Java,NA
Pakistan,6 to 7 years,Mobile developer; Desktop applications developer,Java; Objective-C; PHP; Swift,NA
Germany,6 to 7 years,NA,C++,NA
Germany,6 to 7 years,Web developer; Mobile developer,JavaScript; Python; Ruby,NA
Canada,6 to 7 years,Mobile developer,C; C++; Java; Python,NA
India,6 to 7 years,Web developer; Other,Java; JavaScript; SQL,NA
Thailand,6 to 7 years,Web developer,Java; JavaScript; Scala,NA
Sri Lanka,6 to 7 years,Mobile developer,Assembly; C; C#; Java; Objective-C; Python; SQL; Swift,NA
Chile,6 to 7 years,NA,C; C#; Matlab; Perl; Python; SQL,NA
Poland,6 to 7 years,NA,C++; C#; PHP; Python,NA
Poland,6 to 7 years,Web developer; Systems administrator; DevOps specialist,Elixir; JavaScript; PHP; SQL,NA
